time,pm10,pm2_5,carbon_monoxide,carbon_dioxide,nitrogen_dioxide,sulphur_dioxide,ozone,aerosol_optical_depth,dust,uv_index,uv_index_clear_sky,methane
2023-04-12T23:00,83.4,51.5,1319.0,,71.8,37.7,35.0,0.34,29.0,0.0,0.0,
2023-04-13T00:00,81.3,50.4,1183.0,,67.4,37.5,38.0,0.31,27.0,0.0,0.0,
2023-04-13T01:00,79.2,49.6,1000.0,,61.3,36.5,42.0,0.3,24.0,0.0,0.0,
2023-04-13T02:00,75.9,48.1,799.0,,53.9,35.1,47.0,0.29,21.0,0.0,0.0,
2023-04-13T03:00,72.4,46.2,718.0,,49.2,34.4,48.0,0.29,19.0,0.0,0.0,
2023-04-13T04:00,70.5,45.3,672.0,,45.0,33.8,47.0,0.28,18.0,0.0,0.0,
2023-04-13T05:00,58.8,37.3,475.0,,34.6,29.1,58.0,0.29,17.0,0.0,0.0,
2023-04-13T06:00,61.5,39.2,611.0,,41.6,30.5,54.0,0.28,16.0,0.15,0.15,
2023-04-13T07:00,65.4,42.4,802.0,,51.4,32.4,49.0,0.28,16.0,0.8,0.8,
2023-04-13T08:00,67.5,43.9,928.0,,56.4,32.9,55.0,0.27,15.0,2.3,2.3,
2023-04-13T09:00,63.8,41.3,804.0,,46.8,30.2,79.0,0.27,15.0,4.4,4.4,
2023-04-13T10:00,45.2,27.9,570.0,,30.3,25.8,114.0,0.28,15.0,6.6,6.6,
2023-04-13T11:00,41.3,24.9,311.0,,12.5,20.3,150.0,0.29,17.0,8.05,8.05,
2023-04-13T12:00,40.3,23.3,243.0,,7.4,17.2,160.0,0.32,20.0,8.3,8.3,
2023-04-13T13:00,39.7,21.6,228.0,,6.0,14.4,162.0,0.32,25.0,7.3,7.3,
2023-04-13T14:00,39.7,20.3,241.0,,9.0,12.3,156.0,0.33,31.0,5.3,5.35,
2023-04-13T15:00,40.5,19.4,243.0,,15.6,12.2,146.0,0.33,34.0,3.1,3.1,
2023-04-13T16:00,41.7,19.1,259.0,,25.5,13.2,132.0,0.33,37.0,1.3,1.3,
2023-04-13T17:00,33.1,15.5,377.0,,38.9,16.0,110.0,0.24,31.0,0.35,0.35,
2023-04-13T18:00,43.4,23.3,630.0,,47.5,19.9,93.0,0.24,32.0,0.0,0.0,
2023-04-13T19:00,56.5,31.9,987.0,,59.8,25.4,68.0,0.25,34.0,0.0,0.0,
2023-04-13T20:00,63.6,35.9,1319.0,,72.6,31.6,42.0,0.25,36.0,0.0,0.0,
2023-04-13T21:00,66.8,37.5,1315.0,,75.8,33.9,35.0,0.25,36.0,0.0,0.0,
2023-04-13T22:00,68.0,38.3,1187.0,,75.8,35.1,33.0,0.24,36.0,0.0,0.0,
2023-04-13T23:00,68.2,39.2,1016.0,,74.1,36.8,33.0,0.23,35.0,0.0,0.0,
2023-04-14T00:00,68.9,40.6,943.0,,71.8,38.6,32.0,0.22,33.0,0.0,0.0,
2023-04-14T01:00,72.9,44.1,879.0,,68.3,40.5,31.0,0.22,29.0,0.0,0.0,
2023-04-14T02:00,79.4,49.4,850.0,,64.6,43.3,31.0,0.21,25.0,0.0,0.0,
2023-04-14T03:00,87.3,55.5,893.0,,62.9,46.5,30.0,0.21,22.0,0.0,0.0,
2023-04-14T04:00,94.8,61.5,976.0,,61.7,50.2,30.0,0.22,20.0,0.0,0.0,
2023-04-14T05:00,61.9,40.5,568.0,,44.8,29.8,47.0,0.23,13.0,0.0,0.0,
2023-04-14T06:00,66.8,44.2,767.0,,53.7,31.8,45.0,0.22,12.0,0.15,0.15,
2023-04-14T07:00,72.2,48.4,1045.0,,66.1,34.5,44.0,0.22,10.0,0.85,0.85,
2023-04-14T08:00,75.7,51.1,1223.0,,71.9,35.1,53.0,0.23,8.0,2.4,2.4,
2023-04-14T09:00,63.1,42.1,1026.0,,58.1,30.5,79.0,0.24,9.0,4.6,4.6,
2023-04-14T10:00,34.8,21.7,661.0,,34.9,23.3,115.0,0.25,10.0,6.8,6.8,
2023-04-14T11:00,32.6,19.4,269.0,,10.4,15.4,153.0,0.26,13.0,8.35,8.35,
2023-04-14T12:00,33.3,19.3,186.0,,4.6,13.1,164.0,0.28,16.0,8.6,8.6,
2023-04-14T13:00,34.2,19.2,193.0,,4.5,12.4,167.0,0.29,19.0,7.45,7.5,
2023-04-14T14:00,35.2,19.0,238.0,,9.6,12.6,162.0,0.31,23.0,5.35,5.45,
2023-04-14T15:00,36.1,18.9,222.0,,16.9,12.7,153.0,0.32,25.0,3.15,3.15,
2023-04-14T16:00,37.3,19.1,211.0,,27.5,13.4,138.0,0.33,26.0,1.35,1.35,
2023-04-14T17:00,36.4,20.8,438.0,,50.6,24.1,117.0,0.32,19.0,0.35,0.35,
2023-04-14T18:00,54.2,33.9,962.0,,60.5,33.7,97.0,0.31,19.0,0.0,0.0,
2023-04-14T19:00,78.5,50.2,1702.0,,74.6,47.3,68.0,0.3,19.0,0.0,0.0,
2023-04-14T20:00,87.8,56.6,2370.0,,86.9,60.2,37.0,0.29,20.0,0.0,0.0,
2023-04-14T21:00,83.8,53.4,2318.0,,85.2,60.4,30.0,0.28,21.0,0.0,0.0,
2023-04-14T22:00,78.0,49.1,1992.0,,78.0,56.0,29.0,0.25,21.0,0.0,0.0,
2023-04-14T23:00,73.1,45.9,1557.0,,68.7,51.0,31.0,0.22,22.0,0.0,0.0,
2023-04-15T00:00,70.3,43.9,1355.0,,64.0,50.0,31.0,0.2,22.0,0.0,0.0,
2023-04-15T01:00,71.5,44.8,1176.0,,59.9,49.8,32.0,0.19,22.0,0.0,0.0,
2023-04-15T02:00,78.7,49.9,1055.0,,58.2,53.4,33.0,0.18,21.0,0.0,0.0,
2023-04-15T03:00,89.2,57.3,1079.0,,58.3,61.8,31.0,0.19,21.0,0.0,0.0,
2023-04-15T04:00,102.4,66.6,1183.0,,60.3,73.4,28.0,0.19,20.0,0.0,0.0,
2023-04-15T05:00,72.2,48.5,799.0,,48.6,43.4,28.0,0.22,8.0,0.0,0.0,
2023-04-15T06:00,94.8,64.3,1123.0,,73.0,45.5,29.0,0.22,8.0,0.15,0.15,
2023-04-15T07:00,127.6,87.3,1576.0,,107.2,48.4,30.0,0.22,8.0,0.9,0.9,
2023-04-15T08:00,116.2,79.6,1885.0,,130.7,52.0,47.0,0.24,7.0,2.4,2.4,
2023-04-15T09:00,99.7,68.2,1616.0,,111.1,55.1,82.0,0.27,6.0,4.55,4.55,
2023-04-15T10:00,80.6,54.9,1093.0,,72.5,58.1,130.0,0.32,5.0,6.65,6.65,
2023-04-15T11:00,58.8,39.8,503.0,,29.0,56.6,178.0,0.38,5.0,7.95,7.95,
2023-04-15T12:00,41.6,27.8,332.0,,15.5,46.6,190.0,0.42,5.0,8.05,8.1,
2023-04-15T13:00,37.4,24.6,270.0,,9.8,31.9,189.0,0.44,6.0,7.05,7.1,
2023-04-15T14:00,35.2,22.7,256.0,,10.7,17.4,179.0,0.45,8.0,5.25,5.25,
2023-04-15T15:00,35.0,22.1,245.0,,18.8,15.4,166.0,0.46,10.0,3.1,3.1,
2023-04-15T16:00,36.3,22.3,267.0,,32.7,17.7,146.0,0.47,12.0,1.35,1.35,
2023-04-15T17:00,34.2,23.0,393.0,,42.5,25.6,141.0,0.43,4.0,0.35,0.35,
2023-04-15T18:00,61.5,42.0,1176.0,,52.3,44.2,119.0,0.41,5.0,0.0,0.0,
2023-04-15T19:00,93.4,64.0,2285.0,,66.3,70.4,88.0,0.4,5.0,0.0,0.0,
2023-04-15T20:00,117.8,81.0,3371.0,,79.8,95.7,54.0,0.39,6.0,0.0,0.0,
2023-04-15T21:00,128.5,88.5,3499.0,,80.9,97.4,44.0,0.39,6.0,0.0,0.0,
2023-04-15T22:00,122.5,84.1,3290.0,,77.6,90.6,42.0,0.39,6.0,0.0,0.0,
2023-04-15T23:00,116.4,80.1,2908.0,,73.1,80.6,40.0,0.39,5.0,0.0,0.0,
2023-04-16T00:00,114.3,78.9,2640.0,,71.5,75.3,37.0,0.39,4.0,0.0,0.0,
2023-04-16T01:00,115.0,79.9,2320.0,,70.2,69.9,34.0,0.39,3.0,0.0,0.0,
2023-04-16T02:00,115.9,80.8,2009.0,,70.2,66.8,29.0,0.39,2.0,0.0,0.0,
2023-04-16T03:00,118.5,82.7,1949.0,,69.6,71.3,22.0,0.4,2.0,0.0,0.0,
2023-04-16T04:00,126.2,88.0,1983.0,,69.6,79.3,13.0,0.41,1.0,0.0,0.0,
2023-04-16T05:00,175.1,122.0,2803.0,,87.6,90.9,19.0,0.48,2.0,0.0,0.0,
2023-04-16T06:00,176.0,122.5,2759.0,,110.4,79.8,25.0,0.5,2.0,0.15,0.15,
2023-04-16T07:00,175.6,122.5,2690.0,,142.4,64.2,33.0,0.5,2.0,0.8,0.8,
2023-04-16T08:00,154.6,107.8,2423.0,,163.0,54.1,56.0,0.52,2.0,2.2,2.2,
2023-04-16T09:00,134.6,93.6,1960.0,,142.1,67.5,91.0,0.55,3.0,4.2,4.2,
2023-04-16T10:00,137.4,95.7,1351.0,,102.4,90.9,135.0,0.61,4.0,6.15,6.15,
2023-04-16T11:00,118.5,81.5,693.0,,55.3,106.4,181.0,0.68,6.0,5.8,7.3,
2023-04-16T12:00,72.2,48.3,473.0,,36.0,89.1,196.0,0.79,8.0,5.75,7.15,
2023-04-16T13:00,62.6,41.1,384.0,,22.6,57.7,200.0,0.86,10.0,5.55,6.0,
2023-04-16T14:00,57.3,36.8,333.0,,13.5,23.7,194.0,0.83,13.0,4.0,4.45,
2023-04-16T15:00,50.4,31.3,257.0,,14.9,15.2,180.0,0.75,16.0,2.45,2.7,
2023-04-16T16:00,44.8,26.7,203.0,,22.3,14.0,159.0,0.66,19.0,1.1,1.25,
2023-04-16T17:00,31.0,18.0,346.0,,32.4,16.7,130.0,0.44,14.0,0.35,0.4,
2023-04-16T18:00,39.7,24.0,536.0,,38.2,19.5,110.0,0.42,15.0,0.0,0.0,
2023-04-16T19:00,48.5,29.7,806.0,,46.4,23.4,82.0,0.39,16.0,0.0,0.0,
2023-04-16T20:00,52.7,32.5,1097.0,,54.0,28.1,51.0,0.37,17.0,0.0,0.0,
2023-04-16T21:00,57.3,35.9,1191.0,,54.0,30.2,41.0,0.36,17.0,0.0,0.0,
2023-04-16T22:00,62.9,40.0,1227.0,,51.3,31.6,36.0,0.35,16.0,0.0,0.0,
2023-04-16T23:00,67.5,43.3,1220.0,,47.2,33.4,33.0,0.33,15.0,0.0,0.0,
2023-04-17T00:00,71.7,46.1,1165.0,,44.4,34.5,30.0,0.32,15.0,0.0,0.0,
2023-04-17T01:00,76.6,49.5,1071.0,,41.5,35.4,29.0,0.31,15.0,0.0,0.0,
2023-04-17T02:00,82.2,53.4,985.0,,40.5,37.8,27.0,0.31,16.0,0.0,0.0,
2023-04-17T03:00,88.5,58.0,994.0,,43.6,42.5,25.0,0.3,16.0,0.0,0.0,
2023-04-17T04:00,95.0,62.4,1039.0,,49.0,48.5,22.0,0.3,17.0,0.0,0.0,
2023-04-17T05:00,82.2,54.2,877.0,,51.3,50.7,23.0,0.32,13.0,0.0,0.0,
2023-04-17T06:00,85.2,56.3,949.0,,57.2,47.1,29.0,0.31,13.0,0.15,0.15,
2023-04-17T07:00,81.3,53.9,1047.0,,65.4,42.0,38.0,0.31,13.0,0.8,0.9,
2023-04-17T08:00,70.3,46.0,1061.0,,67.7,35.1,56.0,0.31,13.0,2.4,2.55,
2023-04-17T09:00,52.5,32.9,879.0,,55.3,30.4,78.0,0.31,14.0,4.85,4.95,
2023-04-17T10:00,43.1,26.2,596.0,,35.6,25.6,105.0,0.31,15.0,7.35,7.4,
2023-04-17T11:00,36.6,21.3,296.0,,14.5,20.4,134.0,0.32,16.0,8.15,9.0,
2023-04-17T12:00,36.0,20.8,224.0,,9.0,17.6,145.0,0.35,16.0,8.3,9.25,
2023-04-17T13:00,35.0,20.2,222.0,,8.2,15.6,151.0,0.38,17.0,7.7,7.95,
2023-04-17T14:00,34.3,19.6,243.0,,10.5,14.1,152.0,0.4,17.0,5.7,5.7,
2023-04-17T15:00,33.9,19.1,167.0,,13.6,12.2,149.0,0.41,18.0,3.35,3.35,
2023-04-17T16:00,33.6,18.6,78.0,,18.6,10.5,141.0,0.41,19.0,1.4,1.45,
2023-04-17T17:00,26.0,14.7,302.0,,29.1,15.6,123.0,0.31,12.0,0.4,0.4,
2023-04-17T18:00,43.4,27.5,944.0,,45.7,28.5,98.0,0.3,12.0,0.0,0.0,
2023-04-17T19:00,74.5,48.7,1859.0,,69.3,46.9,61.0,0.29,13.0,0.0,0.0,
2023-04-17T20:00,101.7,67.3,2945.0,,92.1,70.3,23.0,0.29,14.0,0.0,0.0,
2023-04-17T21:00,122.0,81.3,3477.0,,94.2,84.0,13.0,0.3,14.0,0.0,0.0,
2023-04-17T22:00,137.4,92.0,3888.0,,89.0,96.5,11.0,0.31,15.0,0.0,0.0,
2023-04-17T23:00,147.6,99.2,4223.0,,79.8,109.5,13.0,0.32,15.0,0.0,0.0,
2023-04-18T00:00,153.2,103.1,4239.0,,72.7,115.6,15.0,0.34,15.0,0.0,0.0,
2023-04-18T01:00,158.3,106.9,4098.0,,64.2,119.2,18.0,0.37,14.0,0.0,0.0,
2023-04-18T02:00,165.8,112.2,3961.0,,57.9,121.9,20.0,0.4,14.0,0.0,0.0,
2023-04-18T03:00,176.5,119.2,4040.0,,55.4,123.9,15.0,0.44,14.0,0.0,0.0,
2023-04-18T04:00,182.1,123.4,4184.0,,55.4,125.0,8.0,0.48,15.0,0.0,0.0,
2023-04-18T05:00,94.5,62.4,1685.0,,84.5,43.0,6.0,0.46,14.0,0.0,0.0,
2023-04-18T06:00,89.6,58.2,1702.0,,89.4,40.6,11.0,0.42,16.0,0.15,0.15,
2023-04-18T07:00,93.6,60.3,1720.0,,96.0,37.0,19.0,0.39,18.0,0.75,0.9,
2023-04-18T08:00,87.8,55.5,1591.0,,93.7,31.8,37.0,0.38,23.0,2.15,2.45,
2023-04-18T09:00,68.5,39.5,1250.0,,74.1,27.6,60.0,0.39,28.0,4.4,4.75,
2023-04-18T10:00,53.9,27.6,778.0,,45.0,23.0,90.0,0.39,35.0,6.95,7.1,
2023-04-18T11:00,44.7,20.8,288.0,,14.3,17.8,121.0,0.39,41.0,8.65,8.75,
2023-04-18T12:00,42.8,20.6,173.0,,6.6,15.3,133.0,0.39,42.0,9.0,9.1,
2023-04-18T13:00,42.3,20.0,179.0,,6.1,13.5,139.0,0.4,42.0,7.85,7.9,
2023-04-18T14:00,40.9,18.2,219.0,,9.2,11.9,139.0,0.4,42.0,5.7,5.8,
2023-04-18T15:00,39.5,16.4,154.0,,11.8,9.9,132.0,0.39,45.0,3.35,3.4,
2023-04-18T16:00,38.4,15.0,81.0,,16.3,8.1,120.0,0.4,49.0,1.45,1.5,
2023-04-18T17:00,29.5,11.8,277.0,,25.6,12.5,97.0,0.27,35.0,0.4,0.4,
2023-04-18T18:00,38.6,20.1,747.0,,37.1,20.7,77.0,0.27,33.0,0.0,0.0,
2023-04-18T19:00,58.7,34.3,1414.0,,53.3,32.4,50.0,0.27,30.0,0.0,0.0,
2023-04-18T20:00,75.7,46.2,2097.0,,69.7,44.5,20.0,0.29,27.0,0.0,0.0,
2023-04-18T21:00,85.7,53.2,2255.0,,72.9,47.3,11.0,0.31,26.0,0.0,0.0,
2023-04-18T22:00,89.4,55.8,2239.0,,71.7,47.2,8.0,0.33,25.0,0.0,0.0,
2023-04-18T23:00,82.0,51.2,2084.0,,66.7,45.9,9.0,0.35,24.0,0.0,0.0,
2023-04-19T00:00,72.9,45.9,1877.0,,60.4,45.4,14.0,0.36,20.0,0.0,0.0,
2023-04-19T01:00,72.4,46.4,1583.0,,51.8,44.5,23.0,0.36,15.0,0.0,0.0,
2023-04-19T02:00,79.6,52.2,1207.0,,42.8,42.1,32.0,0.37,14.0,0.0,0.0,
2023-04-19T03:00,89.4,58.2,973.0,,40.7,38.3,32.0,0.39,21.0,0.0,0.0,
2023-04-19T04:00,83.1,51.2,755.0,,40.7,33.3,28.0,0.41,33.0,0.0,0.0,
2023-04-19T05:00,76.6,34.2,281.0,,13.9,20.6,75.0,0.38,82.0,0.0,0.0,
2023-04-19T06:00,74.5,36.4,343.0,,19.8,23.6,72.0,0.38,69.0,0.15,0.15,
2023-04-19T07:00,68.9,36.4,430.0,,28.1,27.8,68.0,0.34,52.0,0.95,0.95,
2023-04-19T08:00,61.7,35.3,499.0,,34.7,31.8,69.0,0.31,34.0,2.55,2.7,
2023-04-19T09:00,59.4,35.0,472.0,,32.1,32.3,80.0,0.3,32.0,4.85,5.2,
2023-04-19T10:00,58.0,32.9,404.0,,25.6,31.5,96.0,0.3,35.0,7.05,7.75,
2023-04-19T11:00,52.6,26.7,321.0,,17.6,28.8,115.0,0.32,40.0,8.05,9.4,
2023-04-19T12:00,51.1,24.9,288.0,,14.0,25.1,126.0,0.39,41.0,8.05,9.4,
2023-04-19T13:00,50.6,25.0,263.0,,11.2,20.2,135.0,0.48,41.0,7.05,7.75,
2023-04-19T14:00,50.1,24.4,241.0,,9.6,14.7,139.0,0.51,42.0,5.2,5.55,
2023-04-19T15:00,49.0,23.0,224.0,,10.2,11.9,132.0,0.51,47.0,3.05,3.25,
2023-04-19T16:00,47.6,21.4,210.0,,12.3,9.9,119.0,0.6,53.0,1.2,1.35,
2023-04-19T17:00,42.0,17.5,262.0,,23.4,11.4,95.0,0.47,48.0,0.3,0.4,
2023-04-19T18:00,47.4,21.1,384.0,,30.1,14.2,84.0,0.45,45.0,0.0,0.0,
2023-04-19T19:00,53.7,26.8,556.0,,39.5,18.2,69.0,0.44,41.0,0.0,0.0,
2023-04-19T20:00,50.2,26.8,711.0,,49.3,22.9,53.0,0.44,34.0,0.0,0.0,
2023-04-19T21:00,45.9,25.6,692.0,,51.5,24.8,49.0,0.42,28.0,0.0,0.0,
2023-04-19T22:00,44.6,26.8,607.0,,51.2,26.0,50.0,0.42,21.0,0.0,0.0,
2023-04-19T23:00,45.3,28.1,516.0,,49.7,28.1,50.0,0.41,14.0,0.0,0.0,
2023-04-20T00:00,45.6,28.7,498.0,,47.5,30.0,49.0,0.38,13.0,0.0,0.0,
2023-04-20T01:00,49.9,31.8,501.0,,44.4,32.2,47.0,0.37,13.0,0.0,0.0,
2023-04-20T02:00,62.4,39.9,573.0,,43.6,37.5,44.0,0.36,14.0,0.0,0.0,
2023-04-20T03:00,79.4,51.5,735.0,,48.6,46.0,38.0,0.34,13.0,0.0,0.0,
2023-04-20T04:00,97.1,64.3,957.0,,56.4,56.8,29.0,0.34,12.0,0.0,0.0,
2023-04-20T05:00,98.5,65.4,1020.0,,65.5,72.9,23.0,0.33,13.0,0.0,0.0,
2023-04-20T06:00,108.5,72.9,1030.0,,67.1,69.3,32.0,0.32,15.0,0.15,0.2,
2023-04-20T07:00,96.2,64.0,1042.0,,69.1,64.1,46.0,0.32,17.0,0.95,0.95,
2023-04-20T08:00,82.7,51.8,974.0,,65.2,55.2,66.0,0.34,23.0,2.5,2.5,
2023-04-20T09:00,63.3,34.2,789.0,,51.6,45.9,83.0,0.39,30.0,4.65,4.7,
2023-04-20T10:00,57.6,28.9,532.0,,32.2,35.0,101.0,0.47,39.0,6.55,6.75,
2023-04-20T11:00,60.5,30.4,266.0,,12.1,23.5,122.0,0.56,49.0,5.75,7.9,
2023-04-20T12:00,62.2,31.1,205.0,,7.2,19.8,134.0,0.57,52.0,6.75,8.2,
2023-04-20T13:00,63.3,31.7,210.0,,7.2,18.7,143.0,0.6,53.0,6.6,7.05,
2023-04-20T14:00,64.3,32.0,234.0,,9.8,18.0,148.0,0.64,54.0,4.75,5.0,
2023-04-20T15:00,63.6,31.1,219.0,,11.9,16.6,145.0,0.68,56.0,2.75,2.85,
2023-04-20T16:00,61.9,29.7,204.0,,15.4,15.4,137.0,0.69,58.0,1.2,1.2,
2023-04-20T17:00,47.0,23.9,280.0,,23.6,15.8,122.0,0.59,38.0,0.3,0.35,
2023-04-20T18:00,49.0,26.5,560.0,,35.5,21.7,103.0,0.57,36.0,0.0,0.0,
2023-04-20T19:00,71.5,43.9,954.0,,52.4,30.1,76.0,0.59,32.0,0.0,0.0,
2023-04-20T20:00,69.8,42.4,1291.0,,68.9,38.6,48.0,0.66,27.0,0.0,0.0,
2023-04-20T21:00,61.9,37.1,1220.0,,71.5,40.4,40.0,0.69,22.0,0.0,0.0,
2023-04-20T22:00,56.5,35.5,988.0,,69.1,39.9,39.0,0.75,17.0,0.0,0.0,
2023-04-20T23:00,53.7,34.8,688.0,,62.0,37.3,41.0,0.8,12.0,0.0,0.0,
2023-04-21T00:00,49.9,32.7,552.0,,53.1,33.3,45.0,0.78,10.0,0.0,0.0,
2023-04-21T01:00,45.3,29.3,438.0,,41.4,27.9,52.0,0.71,10.0,0.0,0.0,
2023-04-21T02:00,40.9,26.3,350.0,,30.2,23.2,57.0,0.63,10.0,0.0,0.0,
2023-04-21T03:00,38.4,24.7,358.0,,29.2,23.9,54.0,0.56,10.0,0.0,0.0,
2023-04-21T04:00,41.1,26.8,413.0,,32.0,26.7,47.0,0.53,10.0,0.0,0.0,
2023-04-21T05:00,53.7,35.3,498.0,,36.2,31.1,44.0,0.58,10.0,0.0,0.0,
2023-04-21T06:00,74.5,50.2,537.0,,39.2,34.5,47.0,0.6,10.0,0.15,0.15,
2023-04-21T07:00,58.9,38.9,592.0,,43.3,39.5,52.0,0.56,11.0,0.75,0.8,
2023-04-21T08:00,55.5,35.4,630.0,,45.5,47.1,66.0,0.55,15.0,2.05,2.2,
2023-04-21T09:00,62.6,38.6,603.0,,42.0,55.2,88.0,0.55,22.0,3.8,4.2,
2023-04-21T10:00,74.0,44.5,546.0,,35.7,64.6,116.0,0.58,31.0,5.35,6.15,
2023-04-21T11:00,83.1,48.7,466.0,,27.3,69.2,148.0,0.63,41.0,6.85,7.4,
2023-04-21T12:00,82.0,45.2,412.0,,21.5,60.7,163.0,0.74,45.0,6.35,7.25,
2023-04-21T13:00,79.6,43.8,356.0,,15.7,45.7,173.0,0.8,48.0,5.8,6.0,
2023-04-21T14:00,77.8,43.0,303.0,,11.9,28.9,177.0,0.85,50.0,3.9,4.25,
2023-04-21T15:00,72.9,40.2,227.0,,12.8,22.5,173.0,0.85,49.0,2.25,2.5,
2023-04-21T16:00,66.4,36.2,149.0,,16.3,18.8,163.0,0.77,47.0,1.1,1.1,
2023-04-21T17:00,58.4,31.3,303.0,,23.9,19.9,137.0,0.83,42.0,0.1,0.3,
2023-04-21T18:00,66.1,37.7,639.0,,39.6,27.6,117.0,0.67,37.0,0.0,0.0,
2023-04-21T19:00,88.5,54.9,1115.0,,61.7,38.4,88.0,0.59,30.0,0.0,0.0,
2023-04-21T20:00,78.7,50.1,1565.0,,84.0,49.0,56.0,0.55,22.0,0.0,0.0,
2023-04-21T21:00,71.2,46.0,1585.0,,87.8,50.2,45.0,0.56,18.0,0.0,0.0,
2023-04-21T22:00,68.2,44.7,1449.0,,85.4,48.0,40.0,0.56,15.0,0.0,0.0,
2023-04-21T23:00,67.5,44.5,1221.0,,79.3,44.0,36.0,0.53,12.0,0.0,0.0,
2023-04-22T00:00,65.0,43.3,1059.0,,74.0,40.9,34.0,0.47,9.0,0.0,0.0,
2023-04-22T01:00,58.9,39.8,874.0,,67.1,37.1,35.0,0.41,7.0,0.0,0.0,
2023-04-22T02:00,54.0,36.9,698.0,,59.1,33.7,35.0,0.37,4.0,0.0,0.0,
2023-04-22T03:00,53.9,37.1,661.0,,54.3,33.7,33.0,0.35,3.0,0.0,0.0,
2023-04-22T04:00,58.7,40.5,677.0,,50.1,34.9,30.0,0.34,2.0,0.0,0.0,
2023-04-22T05:00,48.0,32.8,556.0,,40.5,33.0,46.0,0.36,3.0,0.0,0.0,
2023-04-22T06:00,57.3,39.2,656.0,,48.3,36.5,47.0,0.37,4.0,0.15,0.2,
2023-04-22T07:00,64.0,43.8,795.0,,59.2,41.4,49.0,0.37,5.0,0.9,0.9,
2023-04-22T08:00,57.3,38.3,874.0,,64.6,44.8,61.0,0.37,8.0,2.45,2.45,
2023-04-22T09:00,53.3,34.1,753.0,,53.5,42.1,86.0,0.39,13.0,4.7,4.7,
2023-04-22T10:00,59.8,35.7,540.0,,34.5,36.7,120.0,0.42,20.0,6.35,6.9,
2023-04-22T11:00,52.2,30.4,307.0,,14.1,29.8,156.0,0.5,26.0,7.55,8.05,
2023-04-22T12:00,48.9,28.8,249.0,,9.0,26.4,169.0,0.53,25.0,7.75,8.15,
2023-04-22T13:00,46.4,27.6,241.0,,8.3,23.4,175.0,0.54,22.0,6.6,7.05,
2023-04-22T14:00,44.6,26.7,248.0,,10.4,20.8,176.0,0.54,19.0,5.1,5.1,
2023-04-22T15:00,42.8,25.5,223.0,,12.4,19.8,174.0,0.54,19.0,3.0,3.0,
2023-04-22T16:00,41.3,24.3,198.0,,16.0,19.6,168.0,0.52,19.0,1.35,1.35,
2023-04-22T17:00,37.8,24.6,335.0,,25.5,26.6,171.0,0.47,7.0,0.4,0.4,
2023-04-22T18:00,46.6,31.2,692.0,,39.5,32.3,144.0,0.43,7.0,0.0,0.0,
2023-04-22T19:00,65.4,44.5,1194.0,,59.2,40.4,105.0,0.41,6.0,0.0,0.0,
2023-04-22T20:00,66.1,44.2,1601.0,,76.6,47.0,64.0,0.4,8.0,0.0,0.0,
2023-04-22T21:00,57.3,38.1,1453.0,,74.3,44.6,53.0,0.38,15.0,0.0,0.0,
2023-04-22T22:00,51.1,32.2,1077.0,,64.4,38.6,52.0,0.37,25.0,0.0,0.0,
2023-04-22T23:00,48.2,26.0,636.0,,50.9,31.8,53.0,0.33,32.0,0.0,0.0,
2023-04-23T00:00,40.6,22.6,495.0,,43.8,29.9,54.0,0.28,27.0,0.0,0.0,
2023-04-23T01:00,37.3,23.3,421.0,,37.1,29.3,56.0,0.25,17.0,0.0,0.0,
2023-04-23T02:00,38.8,25.8,395.0,,32.0,30.5,56.0,0.23,6.0,0.0,0.0,
2023-04-23T03:00,43.0,29.0,439.0,,32.9,33.8,51.0,0.23,3.0,0.0,0.0,
2023-04-23T04:00,49.5,33.8,533.0,,36.6,38.6,44.0,0.25,3.0,0.0,0.0,
2023-04-23T05:00,55.6,38.1,539.0,,39.5,32.4,40.0,0.29,4.0,0.0,0.0,
2023-04-23T06:00,61.5,42.3,632.0,,44.2,32.2,46.0,0.27,4.0,0.2,0.2,
2023-04-23T07:00,66.6,46.0,761.0,,50.9,32.0,53.0,0.29,3.0,0.95,0.95,
2023-04-23T08:00,57.5,39.3,854.0,,56.5,33.9,66.0,0.33,4.0,2.35,2.4,
2023-04-23T09:00,55.4,36.9,790.0,,55.8,39.9,76.0,0.43,8.0,3.5,4.2,
2023-04-23T10:00,54.9,34.7,659.0,,52.5,48.0,88.0,0.6,14.0,4.0,5.8,
2023-04-23T11:00,53.7,33.1,494.0,,45.4,53.1,104.0,0.65,19.0,4.1,6.95,
2023-04-23T12:00,43.0,26.1,416.0,,36.6,47.2,119.0,0.68,19.0,3.2,7.15,
2023-04-23T13:00,38.3,22.9,353.0,,25.7,36.2,136.0,0.57,18.0,4.6,6.35,
2023-04-23T14:00,38.1,22.9,298.0,,16.2,24.5,151.0,0.5,15.0,4.2,4.8,
2023-04-23T15:00,36.6,22.2,241.0,,16.0,21.4,153.0,0.46,13.0,2.7,2.9,
2023-04-23T16:00,35.0,21.5,193.0,,19.7,20.7,150.0,0.46,12.0,1.25,1.3,
2023-04-23T17:00,40.5,24.9,337.0,,24.1,26.2,161.0,0.58,14.0,0.35,0.35,
2023-04-23T18:00,42.6,26.9,586.0,,38.9,29.4,137.0,0.6,12.0,0.0,0.0,
